品类,指标,日期,数值
牛,EYCI月均(c/kg cwt),2000-01-01,249.1297696535449
牛,EYCI月均(c/kg cwt),2000-02-01,248.42278020199075
牛,EYCI月均(c/kg cwt),2000-03-01,253.59954681623591
牛,EYCI月均(c/kg cwt),2000-04-01,261.368730113173
牛,EYCI月均(c/kg cwt),2000-05-01,260.4309165248782
牛,EYCI月均(c/kg cwt),2000-06-01,257.79697244342765
牛,EYCI月均(c/kg cwt),2000-07-01,266.8192315722945
牛,EYCI月均(c/kg cwt),2000-08-01,274.513615605923
牛,EYCI月均(c/kg cwt),2000-09-01,272.8182531756219
牛,EYCI月均(c/kg cwt),2000-10-01,266.4479971582604
牛,EYCI月均(c/kg cwt),2000-11-01,293.0302533192677
牛,EYCI月均(c/kg cwt),2000-12-01,296.0434852041952
牛,EYCI月均(c/kg cwt),2001-01-01,290.3932002563171
牛,EYCI月均(c/kg cwt),2001-02-01,299.51412266800685
牛,EYCI月均(c/kg cwt),2001-03-01,313.9068777732988
牛,EYCI月均(c/kg cwt),2001-04-01,330.73386996666005
牛,EYCI月均(c/kg cwt),2001-05-01,323.62296460215595
牛,EYCI月均(c/kg cwt),2001-06-01,323.7114124680459
牛,EYCI月均(c/kg cwt),2001-07-01,331.5069056447579
牛,EYCI月均(c/kg cwt),2001-08-01,363.3720493455357
牛,EYCI月均(c/kg cwt),2001-09-01,380.1044614073743
牛,EYCI月均(c/kg cwt),2001-10-01,343.06642761825805
牛,EYCI月均(c/kg cwt),2001-11-01,357.5247230053738
牛,EYCI月均(c/kg cwt),2001-12-01,363.341013277242
牛,EYCI月均(c/kg cwt),2002-01-01,335.58212881551043
牛,EYCI月均(c/kg cwt),2002-02-01,329.03579511536674
牛,EYCI月均(c/kg cwt),2002-03-01,335.1106662478821
牛,EYCI月均(c/kg cwt),2002-04-01,320.1809589266085
牛,EYCI月均(c/kg cwt),2002-05-01,285.98223781294087
牛,EYCI月均(c/kg cwt),2002-06-01,269.64688895752283
牛,EYCI月均(c/kg cwt),2002-07-01,251.7641763949653
牛,EYCI月均(c/kg cwt),2002-08-01,246.04423942832543
牛,EYCI月均(c/kg cwt),2002-09-01,266.0119038373836
牛,EYCI月均(c/kg cwt),2002-10-01,242.7841503924296
牛,EYCI月均(c/kg cwt),2002-11-01,227.1632423633912
牛,EYCI月均(c/kg cwt),2002-12-01,245.60564043536647
牛,EYCI月均(c/kg cwt),2003-01-01,250.38254728328653
牛,EYCI月均(c/kg cwt),2003-02-01,263.85111187742825
牛,EYCI月均(c/kg cwt),2003-03-01,322.33152825844047
牛,EYCI月均(c/kg cwt),2003-04-01,320.4658028598493
牛,EYCI月均(c/kg cwt),2003-05-01,309.9880633744811
牛,EYCI月均(c/kg cwt),2003-06-01,303.915470015073
牛,EYCI月均(c/kg cwt),2003-07-01,318.40087073253227
牛,EYCI月均(c/kg cwt),2003-08-01,333.73002058040004
牛,EYCI月均(c/kg cwt),2003-09-01,335.1391764568376
牛,EYCI月均(c/kg cwt),2003-10-01,336.0347277721275
牛,EYCI月均(c/kg cwt),2003-11-01,324.16661484745634
牛,EYCI月均(c/kg cwt),2003-12-01,311.65508331735214
牛,EYCI月均(c/kg cwt),2004-01-01,327.8651930152831
牛,EYCI月均(c/kg cwt),2004-02-01,328.02005859195594
牛,EYCI月均(c/kg cwt),2004-03-01,325.74592445835947
牛,EYCI月均(c/kg cwt),2004-04-01,317.32118128479937
牛,EYCI月均(c/kg cwt),2004-05-01,317.9371811063533
牛,EYCI月均(c/kg cwt),2004-06-01,337.351370712826
牛,EYCI月均(c/kg cwt),2004-07-01,356.16529135924105
牛,EYCI月均(c/kg cwt),2004-08-01,373.05897279555006
牛,EYCI月均(c/kg cwt),2004-09-01,384.70972610222833
牛,EYCI月均(c/kg cwt),2004-10-01,375.1706972158034
牛,EYCI月均(c/kg cwt),2004-11-01,371.4673291734927
牛,EYCI月均(c/kg cwt),2004-12-01,367.67361007789583
牛,EYCI月均(c/kg cwt),2005-01-01,378.9358907444639
牛,EYCI月均(c/kg cwt),2005-02-01,377.104966142778
牛,EYCI月均(c/kg cwt),2005-03-01,368.77670865000704
牛,EYCI月均(c/kg cwt),2005-04-01,340.1214296669593
牛,EYCI月均(c/kg cwt),2005-05-01,333.3843953354802
牛,EYCI月均(c/kg cwt),2005-06-01,339.5439060929938
牛,EYCI月均(c/kg cwt),2005-07-01,400.2130452984629
牛,EYCI月均(c/kg cwt),2005-08-01,409.62134178795935
牛,EYCI月均(c/kg cwt),2005-09-01,411.2926583624168
牛,EYCI月均(c/kg cwt),2005-10-01,399.6592017075942
牛,EYCI月均(c/kg cwt),2005-11-01,375.9281802236927
牛,EYCI月均(c/kg cwt),2005-12-01,368.73000952906
牛,EYCI月均(c/kg cwt),2006-01-01,351.70888427360387
牛,EYCI月均(c/kg cwt),2006-02-01,361.0104787501888
牛,EYCI月均(c/kg cwt),2006-03-01,363.06528265805485
牛,EYCI月均(c/kg cwt),2006-04-01,360.03596544943736
牛,EYCI月均(c/kg cwt),2006-05-01,349.83498848667887
牛,EYCI月均(c/kg cwt),2006-06-01,347.59688039591725
牛,EYCI月均(c/kg cwt),2006-07-01,367.7770206419137
牛,EYCI月均(c/kg cwt),2006-08-01,371.1995534541901
牛,EYCI月均(c/kg cwt),2006-09-01,348.1589797266537
牛,EYCI月均(c/kg cwt),2006-10-01,292.0588690732954
牛,EYCI月均(c/kg cwt),2006-11-01,299.1534497472236
牛,EYCI月均(c/kg cwt),2006-12-01,272.7230453303599
牛,EYCI月均(c/kg cwt),2007-01-01,297.2546662683978
牛,EYCI月均(c/kg cwt),2007-02-01,317.8829344371038
牛,EYCI月均(c/kg cwt),2007-03-01,341.1858834722116
牛,EYCI月均(c/kg cwt),2007-04-01,317.1655141454965
牛,EYCI月均(c/kg cwt),2007-05-01,324.74796276556623
牛,EYCI月均(c/kg cwt),2007-06-01,333.99568489400207
牛,EYCI月均(c/kg cwt),2007-07-01,340.0305867408079
牛,EYCI月均(c/kg cwt),2007-08-01,336.58317040357844
牛,EYCI月均(c/kg cwt),2007-09-01,312.69096572709776
牛,EYCI月均(c/kg cwt),2007-10-01,279.99380874684044
牛,EYCI月均(c/kg cwt),2007-11-01,293.0496414605519
牛,EYCI月均(c/kg cwt),2007-12-01,312.8963258264497
牛,EYCI月均(c/kg cwt),2008-01-01,323.11272490101493
牛,EYCI月均(c/kg cwt),2008-02-01,338.57136138639925
牛,EYCI月均(c/kg cwt),2008-03-01,324.1851653469697
牛,EYCI月均(c/kg cwt),2008-04-01,317.24891636170867
牛,EYCI月均(c/kg cwt),2008-05-01,312.9744098727818
牛,EYCI月均(c/kg cwt),2008-06-01,329.5024969545004
牛,EYCI月均(c/kg cwt),2008-07-01,341.7452064820381
牛,EYCI月均(c/kg cwt),2008-08-01,349.10696520014375
牛,EYCI月均(c/kg cwt),2008-09-01,355.05964573421073
牛,EYCI月均(c/kg cwt),2008-10-01,347.37889939553406
牛,EYCI月均(c/kg cwt),2008-11-01,327.44824694802713
牛,EYCI月均(c/kg cwt),2008-12-01,327.77108040185817
牛,EYCI月均(c/kg cwt),2009-01-01,324.83674559386094
牛,EYCI月均(c/kg cwt),2009-02-01,304.9050278068368
牛,EYCI月均(c/kg cwt),2009-03-01,316.8798943471966
牛,EYCI月均(c/kg cwt),2009-04-01,317.16302286542134
牛,EYCI月均(c/kg cwt),2009-05-01,314.08063812237737
牛,EYCI月均(c/kg cwt),2009-06-01,331.142508165784
牛,EYCI月均(c/kg cwt),2009-07-01,339.69303918440977
牛,EYCI月均(c/kg cwt),2009-08-01,330.7952772582136
牛,EYCI月均(c/kg cwt),2009-09-01,321.30800496026546
牛,EYCI月均(c/kg cwt),2009-10-01,309.1690425412449
牛,EYCI月均(c/kg cwt),2009-11-01,301.14133587775945
牛,EYCI月均(c/kg cwt),2009-12-01,285.1769844068325
牛,EYCI月均(c/kg cwt),2010-01-01,312.8274658060508
牛,EYCI月均(c/kg cwt),2010-02-01,329.4080726215407
牛,EYCI月均(c/kg cwt),2010-03-01,348.1300940013952
牛,EYCI月均(c/kg cwt),2010-04-01,348.1344487022224
牛,EYCI月均(c/kg cwt),2010-05-01,344.2436802797972
牛,EYCI月均(c/kg cwt),2010-06-01,348.61984174195914
牛,EYCI月均(c/kg cwt),2010-07-01,351.872737502044
牛,EYCI月均(c/kg cwt),2010-08-01,365.0916882498448
牛,EYCI月均(c/kg cwt),2010-09-01,370.37254335957215
牛,EYCI月均(c/kg cwt),2010-10-01,367.1350145576571
牛,EYCI月均(c/kg cwt),2010-11-01,370.6013154908274
牛,EYCI月均(c/kg cwt),2010-12-01,385.28207520587017
牛,EYCI月均(c/kg cwt),2011-01-01,404.5471115576274
牛,EYCI月均(c/kg cwt),2011-02-01,393.156368055111
牛,EYCI月均(c/kg cwt),2011-03-01,412.5047944946281
牛,EYCI月均(c/kg cwt),2011-04-01,415.8435360033244
牛,EYCI月均(c/kg cwt),2011-05-01,394.375483505949
牛,EYCI月均(c/kg cwt),2011-06-01,381.188983087246
牛,EYCI月均(c/kg cwt),2011-07-01,376.0314232168525
牛,EYCI月均(c/kg cwt),2011-08-01,382.70625888360826
牛,EYCI月均(c/kg cwt),2011-09-01,400.39255006413657
牛,EYCI月均(c/kg cwt),2011-10-01,398.7223203944004
牛,EYCI月均(c/kg cwt),2011-11-01,402.2263838871369
牛,EYCI月均(c/kg cwt),2011-12-01,407.9041195258615
牛,EYCI月均(c/kg cwt),2012-01-01,408.4165095184222
牛,EYCI月均(c/kg cwt),2012-02-01,390.03958341432
牛,EYCI月均(c/kg cwt),2012-03-01,394.23876956252445
牛,EYCI月均(c/kg cwt),2012-04-01,380.01295930390313
牛,EYCI月均(c/kg cwt),2012-05-01,369.2948371249744
牛,EYCI月均(c/kg cwt),2012-06-01,372.7189694088916
牛,EYCI月均(c/kg cwt),2012-07-01,382.374225575774
牛,EYCI月均(c/kg cwt),2012-08-01,381.7061947604237
牛,EYCI月均(c/kg cwt),2012-09-01,363.5227540401564
牛,EYCI月均(c/kg cwt),2012-10-01,353.0245134980625
牛,EYCI月均(c/kg cwt),2012-11-01,340.91967312953045
牛,EYCI月均(c/kg cwt),2012-12-01,321.9817342925488
牛,EYCI月均(c/kg cwt),2013-01-01,314.3379030359201
牛,EYCI月均(c/kg cwt),2013-02-01,329.0603039576061
牛,EYCI月均(c/kg cwt),2013-03-01,334.6738307025171
牛,EYCI月均(c/kg cwt),2013-04-01,315.62690290981215
牛,EYCI月均(c/kg cwt),2013-05-01,292.5887897622172
牛,EYCI月均(c/kg cwt),2013-06-01,311.6508373808966
牛,EYCI月均(c/kg cwt),2013-07-01,324.5500315564868
牛,EYCI月均(c/kg cwt),2013-08-01,323.00221463699995
牛,EYCI月均(c/kg cwt),2013-09-01,310.7419808417924
牛,EYCI月均(c/kg cwt),2013-10-01,302.1879298085024
牛,EYCI月均(c/kg cwt),2013-11-01,312.70043927231416
牛,EYCI月均(c/kg cwt),2013-12-01,315.30515122339744
牛,EYCI月均(c/kg cwt),2014-01-01,290.3663976193249
牛,EYCI月均(c/kg cwt),2014-02-01,295.45019557153944
牛,EYCI月均(c/kg cwt),2014-03-01,312.1462284852418
牛,EYCI月均(c/kg cwt),2014-04-01,351.9561809636677
牛,EYCI月均(c/kg cwt),2014-05-01,335.97472384361924
牛,EYCI月均(c/kg cwt),2014-06-01,334.4378263099684
牛,EYCI月均(c/kg cwt),2014-07-01,336.45350619248114
牛,EYCI月均(c/kg cwt),2014-08-01,345.8304181619813
牛,EYCI月均(c/kg cwt),2014-09-01,360.8897954123111
牛,EYCI月均(c/kg cwt),2014-10-01,357.03496824102444
牛,EYCI月均(c/kg cwt),2014-11-01,337.28526508234216
牛,EYCI月均(c/kg cwt),2014-12-01,367.0787552925669
牛,EYCI月均(c/kg cwt),2015-01-01,428.2988441936982
牛,EYCI月均(c/kg cwt),2015-02-01,445.8883666488055
牛,EYCI月均(c/kg cwt),2015-03-01,425.0609767521796
牛,EYCI月均(c/kg cwt),2015-04-01,439.75604826481936
牛,EYCI月均(c/kg cwt),2015-05-01,478.8669510138119
牛,EYCI月均(c/kg cwt),2015-06-01,495.3307767970841
牛,EYCI月均(c/kg cwt),2015-07-01,541.5876747408666
牛,EYCI月均(c/kg cwt),2015-08-01,566.2060822741669
牛,EYCI月均(c/kg cwt),2015-09-01,586.8842619682965
牛,EYCI月均(c/kg cwt),2015-10-01,548.7591607531808
牛,EYCI月均(c/kg cwt),2015-11-01,584.1095061090662
牛,EYCI月均(c/kg cwt),2015-12-01,591.6443230569525
牛,EYCI月均(c/kg cwt),2016-01-01,585.6066620655946
牛,EYCI月均(c/kg cwt),2016-02-01,597.574748585027
牛,EYCI月均(c/kg cwt),2016-03-01,588.899597811878
牛,EYCI月均(c/kg cwt),2016-04-01,556.4395149506066
牛,EYCI月均(c/kg cwt),2016-05-01,568.7259869324921
牛,EYCI月均(c/kg cwt),2016-06-01,619.1241637423669
牛,EYCI月均(c/kg cwt),2016-07-01,661.1336142080754
牛,EYCI月均(c/kg cwt),2016-08-01,708.9918813103236
牛,EYCI月均(c/kg cwt),2016-09-01,712.8217656188368
牛,EYCI月均(c/kg cwt),2016-10-01,695.9273041777766
牛,EYCI月均(c/kg cwt),2016-11-01,653.2980184756007
牛,EYCI月均(c/kg cwt),2016-12-01,635.0804241917144
牛,EYCI月均(c/kg cwt),2017-01-01,648.2067432243934
牛,EYCI月均(c/kg cwt),2017-02-01,635.0137176382897
牛,EYCI月均(c/kg cwt),2017-03-01,619.0466597111113
牛,EYCI月均(c/kg cwt),2017-04-01,658.2477382342665
牛,EYCI月均(c/kg cwt),2017-05-01,644.6953036212417
牛,EYCI月均(c/kg cwt),2017-06-01,640.6361324080841
牛,EYCI月均(c/kg cwt),2017-07-01,598.6008453282102
牛,EYCI月均(c/kg cwt),2017-08-01,551.4737005492921
牛,EYCI月均(c/kg cwt),2017-09-01,524.0712268195041
牛,EYCI月均(c/kg cwt),2017-10-01,548.9787121541032
牛,EYCI月均(c/kg cwt),2017-11-01,578.3666273800374
牛,EYCI月均(c/kg cwt),2017-12-01,570.3519484867242
牛,EYCI月均(c/kg cwt),2018-01-01,551.581418839463
牛,EYCI月均(c/kg cwt),2018-02-01,529.0939773172065
牛,EYCI月均(c/kg cwt),2018-03-01,551.0956394247673
牛,EYCI月均(c/kg cwt),2018-04-01,513.4380761531928
牛,EYCI月均(c/kg cwt),2018-05-01,483.6390893808548
牛,EYCI月均(c/kg cwt),2018-06-01,481.32222633563936
牛,EYCI月均(c/kg cwt),2018-07-01,500.1644310894074
牛,EYCI月均(c/kg cwt),2018-08-01,464.0679450654674
牛,EYCI月均(c/kg cwt),2018-09-01,493.2354125856938
牛,EYCI月均(c/kg cwt),2018-10-01,509.8682218794946
牛,EYCI月均(c/kg cwt),2018-11-01,523.458097192688
牛,EYCI月均(c/kg cwt),2018-12-01,521.6957905531347
牛,EYCI月均(c/kg cwt),2019-01-01,483.0813574047374
牛,EYCI月均(c/kg cwt),2019-02-01,457.12719806205695
牛,EYCI月均(c/kg cwt),2019-03-01,433.7217580732668
牛,EYCI月均(c/kg cwt),2019-04-01,472.8433911743791
牛,EYCI月均(c/kg cwt),2019-05-01,477.36814908576247
牛,EYCI月均(c/kg cwt),2019-06-01,485.31793701462095
牛,EYCI月均(c/kg cwt),2019-07-01,515.1432277632206
牛,EYCI月均(c/kg cwt),2019-08-01,519.7148049947629
牛,EYCI月均(c/kg cwt),2019-09-01,483.78852173554793
牛,EYCI月均(c/kg cwt),2019-10-01,497.4172081533707
牛,EYCI月均(c/kg cwt),2019-11-01,514.6721147107221
牛,EYCI月均(c/kg cwt),2019-12-01,490.7833944259413
牛,EYCI月均(c/kg cwt),2020-01-01,520.3591472922087
牛,EYCI月均(c/kg cwt),2020-02-01,665.1574593630271
牛,EYCI月均(c/kg cwt),2020-03-01,734.6168552281105
牛,EYCI月均(c/kg cwt),2020-04-01,711.9562080012531
牛,EYCI月均(c/kg cwt),2020-05-01,731.9168783225634
牛,EYCI月均(c/kg cwt),2020-06-01,756.2583343469328
牛,EYCI月均(c/kg cwt),2020-07-01,752.0211287711826
牛,EYCI月均(c/kg cwt),2020-08-01,771.869796496916
牛,EYCI月均(c/kg cwt),2020-09-01,770.9309432823899
牛,EYCI月均(c/kg cwt),2020-10-01,792.7965251657904
牛,EYCI月均(c/kg cwt),2020-11-01,821.6537532580071
牛,EYCI月均(c/kg cwt),2020-12-01,798.5823897599854
牛,EYCI月均(c/kg cwt),2021-01-01,830.5829720710419
牛,EYCI月均(c/kg cwt),2021-02-01,873.3965820135054
牛,EYCI月均(c/kg cwt),2021-03-01,868.5384027881174
牛,EYCI月均(c/kg cwt),2021-04-01,894.8776840842099
牛,EYCI月均(c/kg cwt),2021-05-01,891.8516369980571
牛,EYCI月均(c/kg cwt),2021-06-01,909.0420982979682
牛,EYCI月均(c/kg cwt),2021-07-01,972.869314477288
牛,EYCI月均(c/kg cwt),2021-08-01,1006.6632245215236
牛,EYCI月均(c/kg cwt),2021-09-01,1023.9411782328284
牛,EYCI月均(c/kg cwt),2021-10-01,1057.920087729532
牛,EYCI月均(c/kg cwt),2021-11-01,1088.9486738319124
牛,EYCI月均(c/kg cwt),2021-12-01,1146.3066631268075
牛,EYCI月均(c/kg cwt),2022-01-01,1122.7351514255834
牛,EYCI月均(c/kg cwt),2022-02-01,1125.5874766546176
牛,EYCI月均(c/kg cwt),2022-03-01,1112.8163126997483
牛,EYCI月均(c/kg cwt),2022-04-01,1086.5907150868557
牛,EYCI月均(c/kg cwt),2022-05-01,1100.896454557641
牛,EYCI月均(c/kg cwt),2022-06-01,1090.0137462414389
牛,EYCI月均(c/kg cwt),2022-07-01,965.1520634484864
牛,EYCI月均(c/kg cwt),2022-08-01,976.1144388192064
牛,EYCI月均(c/kg cwt),2022-09-01,1053.021104147306
牛,EYCI月均(c/kg cwt),2022-10-01,1038.0112934072788
牛,EYCI月均(c/kg cwt),2022-11-01,985.5670300215852
牛,EYCI月均(c/kg cwt),2022-12-01,877.2198756006292
牛,EYCI月均(c/kg cwt),2023-01-01,793.8456968225919
牛,EYCI月均(c/kg cwt),2023-02-01,746.8237027843992
牛,EYCI月均(c/kg cwt),2023-03-01,687.163378678356
牛,EYCI月均(c/kg cwt),2023-04-01,685.8874556177279
牛,EYCI月均(c/kg cwt),2023-05-01,615.0566386150235
牛,EYCI月均(c/kg cwt),2023-06-01,566.3353242387099
牛,EYCI月均(c/kg cwt),2023-07-01,567.5202503502743
牛,EYCI月均(c/kg cwt),2023-08-01,532.1397311550994
牛,EYCI月均(c/kg cwt),2023-09-01,418.9436055305773
牛,EYCI月均(c/kg cwt),2023-10-01,357.1976716714533
牛,EYCI月均(c/kg cwt),2023-11-01,447.0449620248473
牛,EYCI月均(c/kg cwt),2023-12-01,525.2783408390288
牛,EYCI月均(c/kg cwt),2024-01-01,610.8710265443292
牛,EYCI月均(c/kg cwt),2024-02-01,650.1663180727539
牛,EYCI月均(c/kg cwt),2024-03-01,599.1354078909588
牛,EYCI月均(c/kg cwt),2024-04-01,600.1406655504082
牛,EYCI月均(c/kg cwt),2024-05-01,613.2984643476109
牛,EYCI月均(c/kg cwt),2024-06-01,593.4865475805132
牛,EYCI月均(c/kg cwt),2024-07-01,631.5840586510344
牛,EYCI月均(c/kg cwt),2024-08-01,670.579819116863
牛,EYCI月均(c/kg cwt),2024-09-01,666.6239392235018
牛,EYCI月均(c/kg cwt),2024-10-01,629.2879165661074
牛,EYCI月均(c/kg cwt),2024-11-01,627.5030046508515
牛,EYCI月均(c/kg cwt),2024-12-01,666.7019287696697
牛,EYCI月均(c/kg cwt),2025-01-01,690.4877444615869
牛,EYCI月均(c/kg cwt),2025-02-01,652.8937795927797
牛,EYCI月均(c/kg cwt),2025-03-01,653.2097213083058
牛,EYCI月均(c/kg cwt),2025-04-01,702.8205262094084
牛,EYCI月均(c/kg cwt),2025-05-01,696.9916632091549
牛,EYCI月均(c/kg cwt),2025-06-01,712.684208445858
牛,EYCI月均(c/kg cwt),2025-07-01,755.0266415571693
牛,EYCI月均(c/kg cwt),2025-08-01,861.3536280902771
牛,EYCI月均(c/kg cwt),2025-09-01,894.3945138702653
牛,EYCI月均(c/kg cwt),2025-10-01,841.144882478979
牛,EYCI月均(c/kg cwt),2025-11-01,886.2395760414885
牛,EYCI月均(c/kg cwt),2025-12-01,862.6817221982143
牛,EYCI月均(c/kg cwt),2026-01-01,856.1132224130274
牛,EYCI月均(c/kg cwt),2026-02-01,851.3684759258715
牛,EYCI月均(c/kg cwt),2026-03-01,874.5442982980504
牛,EYCI月均(c/kg cwt),2026-04-01,800.003030251735
牛,EYCI月均(c/kg cwt),2026-05-01,847.6608918898278
牛,EYCI月均(c/kg cwt),2026-06-01,987.4174918689529
牛,EYCI月均(c/kg cwt),2026-07-01,1014.011106133465
牛,EYCI月均(c/kg cwt)($/Head),2000-01-01,433.3819823234792
牛,EYCI月均(c/kg cwt)($/Head),2000-02-01,418.22633532865234
牛,EYCI月均(c/kg cwt)($/Head),2000-03-01,429.7184349986746
牛,EYCI月均(c/kg cwt)($/Head),2000-04-01,438.3514491330751
牛,EYCI月均(c/kg cwt)($/Head),2000-05-01,433.75520458899774
牛,EYCI月均(c/kg cwt)($/Head),2000-06-01,436.6466196606378
牛,EYCI月均(c/kg cwt)($/Head),2000-07-01,461.6154702421547
牛,EYCI月均(c/kg cwt)($/Head),2000-08-01,473.2577158130897
牛,EYCI月均(c/kg cwt)($/Head),2000-09-01,469.4515168993794
牛,EYCI月均(c/kg cwt)($/Head),2000-10-01,461.5223125174703
牛,EYCI月均(c/kg cwt)($/Head),2000-11-01,514.9000992185146
牛,EYCI月均(c/kg cwt)($/Head),2000-12-01,515.7134191547959
牛,EYCI月均(c/kg cwt)($/Head),2001-01-01,503.74809281162953
牛,EYCI月均(c/kg cwt)($/Head),2001-02-01,521.1186447672119
牛,EYCI月均(c/kg cwt)($/Head),2001-03-01,536.6315714666848
牛,EYCI月均(c/kg cwt)($/Head),2001-04-01,548.1525092707593
牛,EYCI月均(c/kg cwt)($/Head),2001-05-01,526.5013883013355
牛,EYCI月均(c/kg cwt)($/Head),2001-06-01,535.0876097129278
牛,EYCI月均(c/kg cwt)($/Head),2001-07-01,553.0846754362703
牛,EYCI月均(c/kg cwt)($/Head),2001-08-01,621.8262902185414
牛,EYCI月均(c/kg cwt)($/Head),2001-09-01,659.0538732329213
牛,EYCI月均(c/kg cwt)($/Head),2001-10-01,599.6549956759287
牛,EYCI月均(c/kg cwt)($/Head),2001-11-01,615.2691469265342
牛,EYCI月均(c/kg cwt)($/Head),2001-12-01,617.7324498641601
牛,EYCI月均(c/kg cwt)($/Head),2002-01-01,577.0423178555528
牛,EYCI月均(c/kg cwt)($/Head),2002-02-01,553.2116373345186
牛,EYCI月均(c/kg cwt)($/Head),2002-03-01,552.9018189342213
牛,EYCI月均(c/kg cwt)($/Head),2002-04-01,516.2186969713681
牛,EYCI月均(c/kg cwt)($/Head),2002-05-01,466.1339616217596
牛,EYCI月均(c/kg cwt)($/Head),2002-06-01,443.4522237911009
牛,EYCI月均(c/kg cwt)($/Head),2002-07-01,419.21318119834217
牛,EYCI月均(c/kg cwt)($/Head),2002-08-01,408.72926612418
牛,EYCI月均(c/kg cwt)($/Head),2002-09-01,456.49360192783087
牛,EYCI月均(c/kg cwt)($/Head),2002-10-01,412.6740474530128
牛,EYCI月均(c/kg cwt)($/Head),2002-11-01,391.633757130824
牛,EYCI月均(c/kg cwt)($/Head),2002-12-01,437.462220395347
牛,EYCI月均(c/kg cwt)($/Head),2003-01-01,434.4931200450709
牛,EYCI月均(c/kg cwt)($/Head),2003-02-01,443.07370567600617
牛,EYCI月均(c/kg cwt)($/Head),2003-03-01,556.667374966285
牛,EYCI月均(c/kg cwt)($/Head),2003-04-01,536.1947015005774
牛,EYCI月均(c/kg cwt)($/Head),2003-05-01,502.3010127101319
牛,EYCI月均(c/kg cwt)($/Head),2003-06-01,499.31715739320646
牛,EYCI月均(c/kg cwt)($/Head),2003-07-01,544.8311833987574
牛,EYCI月均(c/kg cwt)($/Head),2003-08-01,575.7488328384298
牛,EYCI月均(c/kg cwt)($/Head),2003-09-01,591.7964623090936
牛,EYCI月均(c/kg cwt)($/Head),2003-10-01,605.2291365139414
牛,EYCI月均(c/kg cwt)($/Head),2003-11-01,580.5350378797065
牛,EYCI月均(c/kg cwt)($/Head),2003-12-01,563.7609630408759
牛,EYCI月均(c/kg cwt)($/Head),2004-01-01,592.4424358911166
牛,EYCI月均(c/kg cwt)($/Head),2004-02-01,585.6337140534143
牛,EYCI月均(c/kg cwt)($/Head),2004-03-01,577.3558531766058
牛,EYCI月均(c/kg cwt)($/Head),2004-04-01,565.1636294538101
牛,EYCI月均(c/kg cwt)($/Head),2004-05-01,555.3217491081609
牛,EYCI月均(c/kg cwt)($/Head),2004-06-01,593.3572657097342
牛,EYCI月均(c/kg cwt)($/Head),2004-07-01,643.515833399707
牛,EYCI月均(c/kg cwt)($/Head),2004-08-01,671.9847386232078
牛,EYCI月均(c/kg cwt)($/Head),2004-09-01,694.6870546403184
牛,EYCI月均(c/kg cwt)($/Head),2004-10-01,682.5259938837258
牛,EYCI月均(c/kg cwt)($/Head),2004-11-01,678.3163837372744
牛,EYCI月均(c/kg cwt)($/Head),2004-12-01,664.1518438676944
牛,EYCI月均(c/kg cwt)($/Head),2005-01-01,677.5646497172643
牛,EYCI月均(c/kg cwt)($/Head),2005-02-01,660.6128400154214
牛,EYCI月均(c/kg cwt)($/Head),2005-03-01,648.0510088015419
牛,EYCI月均(c/kg cwt)($/Head),2005-04-01,583.1926887104444
牛,EYCI月均(c/kg cwt)($/Head),2005-05-01,573.8060974949951
牛,EYCI月均(c/kg cwt)($/Head),2005-06-01,583.6095460380296
牛,EYCI月均(c/kg cwt)($/Head),2005-07-01,693.0916853840771
牛,EYCI月均(c/kg cwt)($/Head),2005-08-01,724.2607492920816
牛,EYCI月均(c/kg cwt)($/Head),2005-09-01,729.8506444278416
牛,EYCI月均(c/kg cwt)($/Head),2005-10-01,709.4596682169991
牛,EYCI月均(c/kg cwt)($/Head),2005-11-01,667.4827686080985
牛,EYCI月均(c/kg cwt)($/Head),2005-12-01,649.4683535456057
牛,EYCI月均(c/kg cwt)($/Head),2006-01-01,626.9743317204055
牛,EYCI月均(c/kg cwt)($/Head),2006-02-01,640.7241523667892
牛,EYCI月均(c/kg cwt)($/Head),2006-03-01,626.9891890048615
牛,EYCI月均(c/kg cwt)($/Head),2006-04-01,604.4011501576953
牛,EYCI月均(c/kg cwt)($/Head),2006-05-01,602.525210999914
牛,EYCI月均(c/kg cwt)($/Head),2006-06-01,588.972016239597
牛,EYCI月均(c/kg cwt)($/Head),2006-07-01,645.9055339613229
牛,EYCI月均(c/kg cwt)($/Head),2006-08-01,662.0229615816921
牛,EYCI月均(c/kg cwt)($/Head),2006-09-01,622.9550895101371
牛,EYCI月均(c/kg cwt)($/Head),2006-10-01,508.4296648999846
牛,EYCI月均(c/kg cwt)($/Head),2006-11-01,540.4488692047022
牛,EYCI月均(c/kg cwt)($/Head),2006-12-01,501.3053174749525
牛,EYCI月均(c/kg cwt)($/Head),2007-01-01,543.061662478278
牛,EYCI月均(c/kg cwt)($/Head),2007-02-01,568.2007865633149
牛,EYCI月均(c/kg cwt)($/Head),2007-03-01,590.8501210242702
牛,EYCI月均(c/kg cwt)($/Head),2007-04-01,532.4650516067837
牛,EYCI月均(c/kg cwt)($/Head),2007-05-01,549.7568211416778
牛,EYCI月均(c/kg cwt)($/Head),2007-06-01,562.4908203840755
牛,EYCI月均(c/kg cwt)($/Head),2007-07-01,583.1236684180733
